שם עברית,תאריך דגימה,מספר זיהוי,B,BR,CA,CAFFE,CARBO,Cl,DO,DP-P,EC,ECFD,F,HARD,HCO3,K,Mg,NO2,NO3,ORP,PFBS,PFHpA,PFHxA,PFOA,PFOS,PHFD,PO4,SILT,SO4,SODIUM AS,SR,T,TDS,TN-N,TOC,TURB
צין - מערבית לכביש הערבה,11/01/1998 00:00,55190,,,317.0,,,218.0,,,,,,,136.0,16.0,21.0,,23.0,,,,,,,,,,628.0,113.0,,,,,,
צין - מערבית לכביש הערבה,21/11/1996 00:00,55190,,0.38,487.0,,,1915.0,,,,,0.69,,106.0,36.0,139.0,,376.0,,,,,,,,,,951.0,988.0,,,,,,
צין - מערבית לכביש הערבה,24/01/1997 00:00,55190,,0.28,201.0,,,702.0,,,,,0.44,,93.0,16.0,53.0,,143.0,,,,,,,,,,376.0,328.0,,,,,,
צין - מפל,05/12/1994 00:00,55110,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צין - מפל,06/11/1994 00:00,55110,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צין - מפל,13/01/1998 00:00,55110,,0.12,33.0,,,14.0,,,,,,,103.0,4.0,1.0,,2.0,,,,,,,,,,7.0,9.0,,,,,,
צין - מפל,14/03/2014 00:00,55110,,,34.5,,,9.4,,,,,,,135.0,3.7,4.0,,5.9,,,,,,,,,,12.1,10.6,,,,,,
צין - מפל,16/02/1998 00:00,55110,,0.0,35.0,,,12.0,,,,,,,122.0,6.0,4.0,,6.0,,,,,,,,,,12.0,12.0,,,,,,
צין - מפל,16/02/2006 00:00,55110,0.061,,40.9,,,13.4,,,,,,,144.8,5.1,4.3,,0.0,,,,,,,,,,9.9,8.0,,,,,,
צין - מפל,19/10/1997 00:00,55110,,,61.0,,,124.0,,,,,,,129.0,14.0,9.0,,16.0,,,,,,,,,,97.0,95.0,,,,,,
צין - מפל,23/12/1993 00:00,55110,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צין - מפל,27/12/2006 00:00,55110,0.054,0.1,41.96,,,6.9,,,,,,,160.5,5.12,4.76,,1.6,,,,,,,,,,9.9,8.068,,,,,,
צין- כביש הערבה,07/01/2019 12:00,55193,,,172.4,,,,,,,,,,,10.1,21.3,,,,,,,,,,,,323.2,,,,,,,
צין- כביש הערבה,08/05/2014 00:00,55193,,,307.2,,,607.8,,,,,,,95.0,21.5,51.1,,132.9,,,,,,,,,,700.6,301.3,,,,,,
צין- כביש הערבה,13/11/2012 00:00,55193,,0.66,210.9,,,810.3,,,,,,,247.0,31.9,61.4,,110.9,,,,,,,,,,334.88,391.7,,,,,,
צין- כביש הערבה,14/04/2016 00:00,55193,,,193.9,,,360.3,,,,,,,117.0,13.3,33.1,,70.6,,,,,,,,,,333.1,179.3,,,,,,
צין- כביש הערבה,25/02/2020 08:50,55193,,,158.5,,,,,,,,,,152.0,14.3,20.4,,,,,,,,,,,,380.1,,,,,,,
צין- כביש הערבה,27/12/2022 00:00,55193,,,140.556,,,,,,,,,,124.0,11.653,22.322,,,,,,,,,,,,256.9,136.555,,,,8.055,3.594,
צין- כביש הערבה,29/05/2023 10:40,55193,,0.4,119.0,,,285.0,,,,,,,175.0,17.9,26.0,,,,,,,,,,,,222.3,,,,,,,
צין-במעלה מפל,01/01/2022 10:20,55109,,,37.0,,,16.9,,,,,,,149.0,7.1,4.0,,5.0,,,,,,,,,,18.3,21.0,,,,,,
צין-במעלה מפל,07/02/2019 00:00,55109,,,57.9,,,7.6,,,,,,,183.0,6.0,4.4,,4.2,,,,,,,,,,12.6,11.0,,,,,,
צין-במעלה מפל,15/03/2023 00:00,55109,,0.0,29.1,,,17.096,,,,,,,93.0,7.35,3.71,,9.145,,,,,,,,,,17.092,15.3,,,,3.264,6.48,
צין-במעלה מפל,27/10/2019 00:00,55109,,,37.2,,,10.1,,,,,,,161.0,5.2,3.9,,4.6,,,,,,,,,,14.2,16.8,,,,,,
צין-במעלה מפל,27/12/2022 00:00,55109,,0.0,25.864,,,8.835,,,,,,,113.0,4.847,3.382,,1.994,,,,,,,,,,10.301,15.82,,,,1.323,3.639,
ציפורי - ע''י רמת יוחנן,10/03/1957 00:00,8156,,,,,,160.0,,,,,,33.0,,,,,,,,,,,,7.6,,,,,,,420.0,,,
ציפורי - ע''י רמת יוחנן,14/02/1961 00:00,8156,,,,,,62.0,,,446.0,,,22.0,,,,,,,,,,,,,,2.81,,,,,257.0,,,
ציפורי - ע''י רמת יוחנן,17/04/1959 00:00,8156,,,,,,135.0,,,950.0,,,34.0,,,,,,,,,,,,,,,,,,,485.0,,,
ציפורי - ע''י רמת יוחנן,19/05/1983 00:00,8156,,,144.0,,,152.0,,,,,,,366.0,6.0,14.0,,38.0,,,,,,,8.85,,,25.0,60.0,,26.3,,,,
ציפורי - ע''י רמת יוחנן,19/10/1962 00:00,8156,,,,,,152.0,,,974.0,,,,,,,,,,,,,,,8.0,,,,,,,440.0,,,
ציפורי - ע''י רמת יוחנן,20/04/1962 00:00,8156,,,,,,135.0,,,772.0,,,,,,,,,,,,,,,,,,,,,,2665.0,,,
ציפורי - ע''י רמת יוחנן,25/10/1964 00:00,8156,,,,,,160.0,,,941.0,,,,,,,,,,,,,,,,,,,,,,2178.0,,,
ציפורי - ע''י רמת יוחנן,26/03/1958 00:00,8156,,,,,,158.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,460.0,,,
ציפורי - ע''י רמת יוחנן,28/05/1965 00:00,8156,,,,,,180.0,,,936.0,,,34.5,,,,,,,,,,,,,,,,,,,2180.0,,,
ציפורי - תל עליל,01/04/2003 00:00,8155,,,,,,224.2,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,01/10/2007 00:00,8155,0.096,,147.6,,,218.1,,,,,,,196.2,4.0,18.5,,27.7,,,,,,,,,,152.1,73.3,,,,,,
ציפורי - תל עליל,01/10/2015 00:00,8155,,,108.0,,,180.5,,,,,,,268.3,2.2,18.0,,37.3,,,,,,,,,,29.1,71.0,,,,,,
ציפורי - תל עליל,02/02/2023 00:00,8155,,0.25,,,,,,,,,,,172.0,,10.9,,,,,,,,,,2.883,,22.659,40.4,,,,6.144,7.454,
ציפורי - תל עליל,02/05/1969 00:00,8155,,,,,,155.0,,,981.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,03/10/2006 00:00,8155,0.109,0.7,131.64,,,167.5,,,,,,,371.0,3.93,17.43,,14.8,,,,,,,,,,28.0,71.82,,,,,,
ציפורי - תל עליל,05/04/1989 00:00,8155,,,,,,159.0,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,05/04/2020 08:30,8155,,0.6,135.1,,,157.6,,,,,,,380.0,,19.9,,,,,,,,,,,,,78.7,,,,,,
ציפורי - תל עליל,05/05/2015 00:00,8155,,,143.36,,,181.98,,,,,,,393.7,8.21,20.8,,44.6,,,,,,,,,,39.1,88.25,,,,,,
ציפורי - תל עליל,06/11/1994 00:00,8155,,,,,,233.0,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,06/11/2012 10:40,8155,,,112.7,,,152.8,,,,,,,289.0,2.2,17.6,,35.8,,,,,,,,,,23.7,67.5,,,,,,
ציפורי - תל עליל,07/01/1987 00:00,8155,,,113.0,,,50.0,,,,,,,323.0,3.0,10.0,,17.0,,,,,,,,,0.039,23.5,28.0,,,,,,
ציפורי - תל עליל,07/02/1989 00:00,8155,,,,,,157.0,,,,,,,,,,,,,,,,,,,,0.081,,,,,,,,
ציפורי - תל עליל,07/04/2009 00:00,8155,,,143.5,,,155.7,,,,,,,368.7,6.4,18.3,,48.4,,,,,,,,,,35.9,71.5,,,,,,
ציפורי - תל עליל,07/10/1999 00:00,8155,,,,,,178.0,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,07/10/2014 00:00,8155,,,117.0,,,170.9,,,,,,,307.0,2.57,19.03,,29.2,,,,,,,,,,27.2,70.9,,,,,,
ציפורי - תל עליל,08/04/1987 00:00,8155,,,,,,147.0,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,08/05/1995 00:00,8155,,,,,,153.0,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,08/11/2017 08:40,8155,,,115.526,,,159.9,,,,,,,294.0,2.42,18.03,,35.4,,,,,,,,,,24.4,66.64,,,,,,
ציפורי - תל עליל,09/10/1981 00:00,8155,,,,,,164.0,,,1050.0,,,,,,,,14.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,09/10/1991 00:00,8155,,,,,,164.0,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,10/02/2019 09:00,8155,,,85.3,,,95.8,,,,,,,256.0,,14.5,,35.1,,,,,,,,,,25.9,56.7,,,,,,
ציפורי - תל עליל,10/04/1997 00:00,8155,,,,,,105.0,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,10/04/2000 00:00,8155,,,,,,154.0,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,10/10/1969 00:00,8155,,,,,,202.0,,,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,10/10/2002 00:00,8155,0.368,,113.0,,,276.2,,,,,,,444.3,21.86,40.37,,78.8,,,,,,,,,,56.0,159.34,,,,,,
ציפורי - תל עליל,10/11/1986 00:00,8155,,,63.0,,,36.0,,,,,,,171.0,6.5,7.0,,18.0,,,,,,,,,0.1,22.5,20.0,,,,,,
ציפורי - תל עליל,11/01/1983 00:00,8155,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,11/04/1983 00:00,8155,,,,,,58.0,,,1300.0,,,,,,,,52.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,13/04/1973 00:00,8155,,,,,,155.0,,,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,13/04/2005 00:00,8155,0.117,,120.0,,,196.92,,,,,,,363.2,14.2,21.9,,53.08,,,,,,,,,,38.53,116.0,0.475,,,,,
ציפורי - תל עליל,13/05/2019 08:45,8155,,,132.9,,,135.3,,,,,,,332.0,,17.7,,,,,,,,,,,,29.5,71.8,,,,,,
ציפורי - תל עליל,13/12/1966 00:00,8155,,,,,,68.0,,,548.0,,,,,,,,,,,,,,,,,,,,,,3685.0,,,
ציפורי - תל עליל,15/01/1973 00:00,8155,,,,,,182.0,,,,,,,,,,,,,,,,,,,,0.115,,,,,,,,
ציפורי - תל עליל,15/04/2013 00:00,8155,,,120.4,,,171.1,,,,,,,310.0,2.9,17.6,,53.3,,,,,,,,,,32.2,70.2,,,,,,
ציפורי - תל עליל,15/10/1979 00:00,8155,,,,,,170.0,,,996.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,16/10/1986 00:00,8155,,,,,,161.0,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,16/10/1996 00:00,8155,,,,,,169.0,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,17/04/2008 00:00,8155,0.102,,145.7,,,162.0,,,,,,,391.2,4.4,18.3,,30.4,,,,,,,,,,20.7,70.5,,,,,,
ציפורי - תל עליל,17/10/1975 00:00,8155,,,,,,165.0,,,1076.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,18/04/1988 00:00,8155,,,,,,165.0,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,18/04/2007 00:00,8155,0.097,0.9,140.7,,,178.7,,,,,,,371.7,3.6,16.8,,43.0,,,,,,,,,,31.7,74.4,,,,,,
ציפורי - תל עליל,18/06/1981 00:00,8155,,,,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,18/10/1988 00:00,8155,,,,,,166.0,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,18/10/2001 00:00,8155,,,,,,159.0,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,18/11/2021 00:00,8155,,,,,,185.3,,,,,,,,,,,42.6,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,19/04/2001 00:00,8155,,0.55,,,,166.0,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,19/04/2010 00:00,8155,0.11,0.53,140.39,,,157.9,,,,,,,400.9,4.02,17.25,,41.0,,,,,,,,,,27.1,72.67,,,,,,
ציפורי - תל עליל,19/10/1994 00:00,8155,,,,,,160.0,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,19/12/1968 00:00,8155,,,,,,58.0,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,
ציפורי - תל עליל,20/10/2004 00:00,8155,0.151,,114.5,,,247.3,,,,,,,273.6,15.4,24.5,,90.8,,,,,,,,,,75.2,136.7,0.557,,,,,
ציפורי - תל עליל,21/02/1983 00:00,8155,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,21/10/1973 00:00,8155,,,,,,179.0,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,21/10/1987 00:00,8155,,,,,,180.0,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,22/04/1982 00:00,8155,,,,,,173.0,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,22/04/1992 00:00,8155,,,,,,136.0,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,22/10/2003 00:00,8155,,,,,,216.8,,,,,,,,,,,104.6,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,23/04/1976 00:00,8155,,,,,,140.0,,,1079.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,23/04/1990 00:00,8155,,,,,,155.0,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,23/04/1991 00:00,8155,,,,,,140.0,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,23/05/1996 00:00,8155,,,,,,151.0,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,23/10/1990 00:00,8155,,,,,,145.0,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,23/10/2008 00:00,8155,,0.9,87.8,,,156.6,,,,,,,241.8,3.0,19.1,,26.5,,,,,,,,,,27.0,65.7,,,,,,
ציפורי - תל עליל,23/10/2019 08:25,8155,,,123.9,,,151.5,,,,,,,293.0,2.9,18.2,,42.5,,,,,,,,,,25.8,73.2,,,,,,
ציפורי - תל עליל,24/02/1992 00:00,8155,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,24/03/2009 14:00,8155,,,71.4,,,134.8,,,,,,,190.7,3.8,16.0,,41.7,,,,,,,,,,33.4,63.2,,,,,,
ציפורי - תל עליל,24/04/1970 00:00,8155,,,,,,160.0,,,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,24/10/1977 00:00,8155,,,,,,170.0,,,1029.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,24/10/1978 00:00,8155,,,,,,170.0,,,1074.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,24/10/2005 00:00,8155,0.109,,117.9,,,160.0,,,,,,,299.8,3.1,17.4,,31.0,,,,,,,,,,26.6,71.9,0.587,,,,,
ציפורי - תל עליל,25/01/1974 00:00,8155,,,,,,68.0,,,,,,,,,,,,,,,,,,,,0.105,,,,,,,,
ציפורי - תל עליל,25/10/1976 00:00,8155,,,,,,229.0,,,1264.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,25/10/1982 00:00,8155,,,,,,173.0,,,1050.0,,,,,,,,28.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,25/10/1984 00:00,8155,,,,,,167.0,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,25/10/2011 00:00,8155,,0.54,106.04,,,160.8,,,,,,,264.0,2.46,17.42,,32.64,,,,,,,,,,24.6,67.72,,,,,,
ציפורי - תל עליל,25/10/2022 00:00,8155,,0.663,136.959,,,191.155,,,,,,,393.0,,,,,,,,,,,,,,38.818,96.41,,,,8.205,5.01,
ציפורי - תל עליל,26/03/1991 00:00,8155,,,90.5,,,79.0,,,,,,,224.0,7.5,12.0,,36.0,,,,,,,,,,32.0,44.0,,,,,,
ציפורי - תל עליל,26/04/1968 00:00,8155,,,,,,150.0,,,1072.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,26/04/1974 00:00,8155,,,,,,140.0,,,1062.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,26/04/1978 00:00,8155,,,,,,165.0,,,1461.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,26/04/2017 00:00,8155,,,143.565,,,167.239,,,,,,,388.0,6.057,20.123,,41.498,,,,,,,,,,33.121,75.664,,,,,,
ציפורי - תל עליל,26/10/2010 00:00,8155,,,119.803,,,168.2,,,,,,,301.0,2.807,17.577,,31.4,,,,,,,,,,27.1,68.595,,,,,,
ציפורי - תל עליל,27/04/1977 00:00,8155,,,,,,140.0,,,1038.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,27/10/1967 00:00,8155,,,,,,153.0,,,912.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,27/10/1983 00:00,8155,,,,,,170.0,,,1200.0,,,,,,,,44.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,27/10/1992 00:00,8155,,,,,,181.0,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,27/10/1993 00:00,8155,,,,,,163.0,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,28/04/1967 00:00,8155,,,,,,143.0,,,995.0,,,38.0,,,,,,,,,,,,,,,,,,,2010.0,,,
ציפורי - תל עליל,28/04/1972 00:00,8155,,,,,,115.0,,,915.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,28/04/1986 00:00,8155,,,,,,170.0,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,28/04/1993 00:00,8155,,,,,,158.0,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,28/04/2011 00:00,8155,,,136.52,,,147.49,,,,,,,348.0,3.34,17.31,,43.85,,,,,,,,,,28.81,67.81,,,,,,
ציפורי - תל עליל,28/10/1966 00:00,8155,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,28/10/1985 00:00,8155,,,,,,160.0,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,28/10/1997 00:00,8155,,,,,,198.0,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,29/04/1979 00:00,8155,,,,,,175.0,,,1212.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,29/04/1980 00:00,8155,,,,,,160.0,,,1113.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,29/04/2012 00:00,8155,,,137.0,,,176.2,,,,,,,342.0,4.6,19.1,,47.2,,,,,,,,,,31.0,77.9,,,,,,
ציפורי - תל עליל,29/10/1971 00:00,8155,,,,,,145.0,,,910.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,29/10/1980 00:00,8155,,,,,,177.0,,,1209.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,30/04/1975 00:00,8155,,,,,,145.0,,,1084.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,30/04/1984 00:00,8155,,,,,,155.0,,,1350.0,,,,,,,,75.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,30/04/1985 00:00,8155,,,,,,156.0,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,30/05/2021 00:00,8155,,0.5,134.1,,,180.2,,,,,,,329.0,3.9,18.0,,45.6,,,,,,,,,,30.3,72.1,,,,,,
ציפורי - תל עליל,30/10/1970 00:00,8155,,,,,,165.0,,,968.0,,,,,,,,,,,,,,,,,,,,,,,,,
ציפורי - תל עליל,31/10/1989 00:00,8155,,,,,,160.0,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,
צלמון - כביש טבריה-ראש פינה,01/03/2009 00:00,31115,,,30.3,,,21.2,,,,,,,135.9,5.4,10.7,,13.4,,,,,,,,,,11.5,20.5,,,,,,
צלמון - כביש טבריה-ראש פינה,01/03/2020 11:50,31115,,,47.8,,,32.1,,,,,,,235.0,5.3,13.6,,14.7,,,,,,,,,,,,,,,,,
צלמון - כביש טבריה-ראש פינה,01/04/2019 00:00,31115,,,53.6,,,,,,,,,,233.0,,19.8,,,,,,,,,,,,9.7,13.4,,,,,,
צלמון - כביש טבריה-ראש פינה,02/10/1995 00:00,31115,,,,,,115.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
צלמון - כביש טבריה-ראש פינה,02/12/2016 08:50,31115,,,56.3,,,20.7,,,,,,,182.0,11.3,7.9,,22.8,,,,,,,,,,16.601,15.0,,,,,,
צלמון - כביש טבריה-ראש פינה,03/03/2019 00:00,31115,,,,,,42.1,,,,,,,,,,,15.0,,,,,,,,,,16.8,21.2,,,,,,
צלמון - כביש טבריה-ראש פינה,06/01/2013 00:00,31115,,,39.1,,,22.6,,,,,,,178.0,9.2,12.7,,12.0,,,,,,,,,,11.6,17.3,,,,,,
צלמון - כביש טבריה-ראש פינה,06/04/1965 00:00,31115,,,,,,80.0,,,735.0,,,34.0,,,,,,,,,,,,,,,,,,,2777.0,,,
צלמון - כביש טבריה-ראש פינה,07/02/2023 00:00,31115,,0.25,41.2,,,,,,,,,,143.0,7.68,12.4,,,,,,,,,,,,13.975,26.5,,,,3.873,4.251,
צלמון - כביש טבריה-ראש פינה,08/01/2019 08:45,31115,,,38.0,,,,,,,,,,181.0,5.9,8.4,,,,,,,,,,,,,,,,,,,
צלמון - כביש טבריה-ראש פינה,09/08/1949 00:00,31115,,,,,,,,,,,,27.2,,,,,,,,,,,,8.0,,,,,,,29.0,,,
צלמון - כביש טבריה-ראש פינה,11/01/2015 00:00,31115,,,47.912,,,18.0,,,,,,,188.0,4.07,14.345,,13.9,,,,,,,,,,15.5,10.195,,,,,,
צלמון - כביש טבריה-ראש פינה,12/04/1992 00:00,31115,,,,,,162.0,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
צלמון - כביש טבריה-ראש פינה,15/12/2016 15:00,31115,,,50.2,,,38.3,,,,,,,174.0,9.3,9.7,,20.4,,,,,,,,,,19.7,22.1,,,,,,
צלמון - כביש טבריה-ראש פינה,18/04/1995 00:00,31115,,,,,,99.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
צלמון - כביש טבריה-ראש פינה,18/04/1996 00:00,31115,,,,,,120.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
צלמון - כביש טבריה-ראש פינה,19/01/2012 12:00,31115,,,58.12,,,29.4,,,,,,,275.0,5.01,20.28,,8.6,,,,,,,,,,14.9,23.18,,,,,,
צלמון - כביש טבריה-ראש פינה,19/01/2018 16:50,31115,,,73.9,,,90.3,,,,,,,220.0,12.5,19.2,,101.2,,,,,,,,,,47.6,62.5,,,,,,
צלמון - כביש טבריה-ראש פינה,20/12/2018 00:00,31115,,,44.5,,,45.9,,,,,,,157.0,9.5,13.7,,20.9,,,,,,,,,,17.1,23.5,,,,,,
צלמון - כביש טבריה-ראש פינה,23/01/1950 00:00,31115,,,,,,,,,,,,16.8,,,,,,,,,,,,7.6,,,,,,,26.0,,,
צלמון - כביש טבריה-ראש פינה,26/12/2019 09:20,31115,,,36.5,,,,,,,,,,143.0,5.6,,,14.1,,,,,,,,,,13.3,13.3,,,,,,
קישון - מאגר כפר ברוך,07/02/1995 00:00,8112,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קישון - מאגר כפר ברוך,08/02/1995 00:00,8112,,,,,,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קישון - מאגר כפר ברוך,09/02/1995 00:00,8112,,,,,,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קישון - מאגר כפר ברוך,27/04/1993 00:00,8112,,,,,,1107.0,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,
קישון - מאגר כפר ברוך,27/10/1993 00:00,8112,,,,,,716.0,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,
קישון - מחצבה,01/01/1999 08:20,8146,,,134.0,,,426.0,,,,,,,179.0,10.0,38.0,,54.0,,,,,,,,,,121.0,198.0,,,,,,
קישון - מחצבה,01/02/1966 00:00,8146,,,,,,406.0,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,
קישון - מחצבה,01/02/1973 00:00,8146,,,,,,716.0,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,,
קישון - מחצבה,01/02/1992 00:00,8146,,,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קישון - מחצבה,01/02/2012 13:35,8146,,,75.25,,,188.3,,,,,,,242.0,10.04,21.56,,30.9,,,,,,,,,,56.2,104.0,,,,,,
קישון - מחצבה,01/02/2023 00:00,8146,,,,,,,,,,,,,,,,,18.005,,,,,,,,1.307,,,,,,,6.03,5.275,
קישון - מחצבה,01/03/2012 00:00,8146,,,52.81,,,104.0,,,,,,,181.0,6.483,12.51,,15.1,,,,,,,,,,30.0,54.03,,,,,,
קישון - מחצבה,01/04/2007 00:00,8146,0.449,3.4,217.7,,,1155.2,,,,,,,458.4,24.5,112.2,,42.4,,,,,,,,,,260.1,571.8,,,,,,
קישון - מחצבה,02/01/1983 00:00,8146,,,,,,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קישון - מחצבה,02/01/1992 00:00,8146,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קישון - מחצבה,02/02/1989 00:00,8146,,,,,,963.0,,,,,,,,,,,,,,,,,,,,0.099,,,,,,,,
קישון - מחצבה,02/03/1980 00:00,8146,,,,,,86.0,,,,,,,,,,,,,,,,,,,,2.102,,,,,,,,
קישון - מחצבה,02/10/2002 00:00,8146,0.62,,216.45,,,1453.3,,,,,,,334.0,8.65,151.68,,17.5,,,,,,,,,,352.5,734.5,,,,,,
קישון - מחצבה,02/12/1994 17:10,8146,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קישון - מחצבה,03/01/1978 00:00,8146,,,,,,472.0,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,
קישון - מחצבה,03/02/1966 00:00,8146,,,,,,325.0,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,
קישון - מחצבה,03/04/2012 00:00,8146,,,242.5,,,1094.6,,,,,,,365.0,12.3,112.4,,81.8,,,,,,,,,,249.6,561.1,,,,,,
קישון - מחצבה,03/04/2022 15:20,8146,,,176.3,,,,,,,,,,326.0,21.9,73.7,,,,,,,,,,,,155.6,358.3,,,,,,
קישון - מחצבה,03/10/2000 00:00,8146,,6.56,,,,1716.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
